Who delivered ENGGEN403 Lecture 11?	Professor Tom Wilson, the inaugural Chief Science Advisor to the National Emergency Management Agency.
How does NEMA define hazard?	A process or phenomenon that could potentially cause harm or impact to society.
What counts as exposed elements in the risk framing?	Parts of society - people, buildings, culture, things we treasure, and the economy.
What is vulnerability in the risk framing?	The attributes determining how exposed elements resist or succumb to the hazard.
What distinguishes impact from risk?	Risk is impact with a probability attached - a function of likelihood and potential consequences.
Explain the three little pigs metaphor for risk.	The wolf is the hazard; the straw, stick and brick houses have different vulnerability attributes, so the same hazard produces different impacts.
Which components of risk can an engineer actually change?	Exposure - where we build - and vulnerability - how we build. The hazard itself cannot be changed.
Why does Tom Wilson object to calling New Zealand the most at-risk nation?	Because we are highly exposed but also have amazing resilience and natural advantages, both in how society operates and in what we have done to mitigate risks.
Quote Sir Geoffrey Palmer on New Zealand's exposure.	We live on two volcanic rocks where two tectonic plates meet, in a somewhat lonely stretch of windswept ocean just above the Roaring Forties - if you want drama, you've come to the right place.
Name the four reasons risk is compounding in New Zealand.	Hazard events occur more often with a more energetic climate and rising seas; we increase exposure by building in hazard-prone areas; relative vulnerability of people, property and infrastructure is growing; and events in short succession cause compounding pressure and emergency management system fatigue.
How has New Zealand traditionally managed natural hazard risk?	Through risk transfer - one of the rare nation states heavily reliant on insurance, with the Natural Hazards Commission and very high insurance penetration.
Why is insurance-based risk transfer under pressure?	Because compounding events occurring in short succession break the assumption of rare, independent events.
What proportion of central government expenditure goes to response and recovery?	About 97%, rather than to explicit risk reduction - a skew Treasury is keen to address.
What happens when risk reduction measures fail?	The residual risk gets mopped up by the emergency management system during response and recovery, which has been unsustainable.
Name four drivers of the increase in declared states of emergency.	Climate change, better detection, population growth and greater exposure, and a deliberate change to a greater readiness and response posture.
What two things does declaring a state of emergency achieve?	It unlocks resources and powers for the response, and it creates a focusing effect that motivates communities.
What are the two types of state of emergency in New Zealand?	Local states of emergency, and national states of emergency of which there have only been a couple.
Name the four major events dominating New Zealand's emergency management record.	The Canterbury earthquake sequence, the Kaikoura earthquake of 2016, the COVID-19 pandemic in 2020, and the 2023 North Island Severe Weather Events.
What were the 2023 North Island Severe Weather Events?	The Auckland Anniversary weekend floods followed almost immediately by Cyclone Gabrielle affecting the upper east of the North Island.
Name the four Rs of emergency management.	Reduction, readiness, response and recovery.
What does reduction cover in the four Rs?	Reducing potential risks in a structural or long-term sense - sometimes also called resilience.
What does readiness cover in the four Rs?	Preparing for emergencies, such as tsunami evacuation drills and early warning systems.
What is the stated purpose of the emergency management system?	To increase resilience - to anticipate and resist disruptive events, respond effectively, and adapt, learn and thrive.
What does the emergency management system aim to do for communities?	Empower them before, during and after an emergency so they know what to do and have the means and resources.
What is a zone of tolerance?	By developing a wide zone of tolerance we maintain the ability to remain effective across a range of future conditions.
What four qualities should the emergency management system have?	Integrated, well coordinated, high-performing and trusted.
State the three-part mantra of New Zealand emergency management.	Locally led, regionally coordinated, nationally enabled.
How many CDEM groups are there in New Zealand?	Sixteen Civil Defence and Emergency Management groups.
What is NEMA's role in the devolved model?	The national agency that coordinates, supports and enables the regional and local activity.
Who are described as critical partners to the emergency management system?	Iwi Maori.
How far does NEMA's interest extend beyond New Zealand?	Into the realm countries such as the Cook Islands, and the wider Pacific.
What is the NEMA Chief Science Advisor's role?	To provide scientific advice and evidence at a strategic level for how emergency management activities should be approached - understanding risk and what can be done about it, in a crisis and in preparing for one.
