What did Jay Forrester identify as the biggest impediment to progress?	Not the engineering side of industrial problems but the management side - social problems are much harder to understand and control than physical systems.
What does the Forrester quote imply about engineering's role in a wicked problem?	Engineering is part of a solution but can never be a complete solution.
What was the Project on the Predicament of Mankind?	A late 1960s / early 1970s report from the Club of Rome, an early group of intellectuals including Donella Meadows.
What realisation prompted the Club of Rome report?	That people needed to zoom out from their reductionist focus on specific problems and look at the whole planet.
What is the lesson of re-reading the Club of Rome report 50 years on?	The predicament has not got any better, and it shows just how little we listened.
What does Jason Hickel's Less Is More show?	That we keep restating the same problem decades later.
What is New Zealand's complexity Centre of Research Excellence?	Te Punaha Matatini, housed in Auckland with researchers around the country.
Which institute was one of the earliest to address complexity as a subject in itself?	The Santa Fe Institute.
Why is no systems thinking book a method you can just apply?	Because there is no one way to solve these problems - the books give ways of thinking about the puzzle, not parts of it.
What reading is set for this course?	At least the first two chapters of Thinking in Systems by Donella Meadows.
What is the recommended way to prepare for the team project?	Read Thinking in Systems - ideally the whole book, and ideally with a couple of people per team who have really delved into it.
Name the five reading goals for Thinking in Systems.	Hone your ability to recognise systems and their parts; look for interconnections; ask "what if" questions about future behaviours; be creative and courageous; and think about system design and re-design.
Name the four waves of systems thinking in order.	Hard systems, soft systems, critical systems, and universal or zoomed-out systems.
Which wave of systems thinking is correct?	None - it is an evolution, and depending on your problem any of them could move you forward.
What does pluralism claim about problems?	That there is more than one way of seeing a problem, both ways could be true, they may be incompatible, and the conflict may teach you something about the system.
What are heuristics, and what is their risk?	Quick mental shortcuts to reach an answer - sometimes helpful, sometimes diverting when the underlying assumptions are wrong.
What does DSRP stand for?	Distinctions, systems, relationships and perspectives.
What does VMCC stand for in building an adaptive organisation?	Vision, mission, culture and capacity.
What is the culture test in the VMCC model?	Whether it is safe to say you completely stuffed up and wasted two months, and ask how to prevent it - rather than hiding the mistake.
What does VUCA stand for?	Volatile, uncertain, complex and ambiguous - though the lecture's version reads volatile, uncertain, complex, uncertain, volatile.
Why did Juliet change the VUCA acronym?	She added an extra volatile because the world is getting more volatile, not less.
Name the five drivers of the VUCA future.	Technology, globalisation, demographics, climate change and geopolitical conflict.
What does every new technology need, according to the lecture?	Critical thinkers to figure out how to harness it to do more good than harm.
What risks does globalisation create alongside its benefits?	Huge global inequity and a lack of social cohesion.
Give the worked example of VUCA drivers converging.	A global supply chain dependent on the Strait of Hormuz, plus geopolitical conflict and volatile Western leadership, producing an unexpected war, blocked supply chains and fuel price spikes.
Why does AI-driven warfare reduce the chance of diplomacy?	Sending boots on the ground takes time and skin in the game; with AI, your AI fights my AI and we have blown each other up before anyone has time to think.
What is the sting in the drones and AI example?	Both risks were well documented when they emerged and the convergence was foreseen - and it did not stop it happening.
Define a wicked problem.	An issue that resists a complete or simple solution; it can likely be ameliorated but not solved, and the amelioration measures may create new problems.
How does a wicked problem differ from a complex problem?	A complex problem is hard but may have an optimal solution; a wicked problem cannot be solved.
How does a wicked problem differ from a long problem?	A long problem is defined by its timeframe; many wicked problems are both complex and long.
What five adjectives describe wicked problems on the slide?	Unsolvable, undefinable, unverifiable, unique and uncertain.
