Give the three-part definition of a stakeholder.	Someone who can be affected by the project, can impact the project, or can influence the project - in each case positively or negatively.
Why does the definition say "real or perceived"?	Because a stakeholder who believes they are affected is a stakeholder - perception alone generates power, opposition and requirements.
What five things do stakeholders differ on?	Roles, interests, influences, impacts and needs.
How does "the government" as a stakeholder change from ENGGEN303 to 403?	It decomposes - central government into individual ministries, local government into individual councils, and further down again.
Recite the five steps of stakeholder analysis.	Identify all stakeholders; investigate motivation factors; assess their power/influence and interest; determine requirements; develop critical success factors.
What is step 2, investigating motivation factors, actually used to decide?	Whether a stakeholder group needs to be broken down further.
Roughly how many critical success factors should you end with?	About six.
What three things combine to produce wickedness?	Complexity, uncertainty and value divergence.
What question does the complexity circle answer?	How complex is the problem?
What question does the uncertainty circle answer?	How much do we know - do we understand why it is occurring or how to address it?
What question does the value divergence circle answer?	How far apart are the stakeholders' values?
What is the relationship between problem complexity and value divergence?	The more complex the problem, the more value divergence you will deal with.
Name the eight stakeholder attributes from Bryson.	Power/influence, interest, position/attitude, urgency, responsibility, accountability, consulted, informed.
Who wrote "What to do when stakeholders matter"?	John M Bryson, 2004.
Name the four directions used to generate a stakeholder list.	Upwards, downwards, outwards, sidewards.
Who sits in the "upwards" direction?	Governments.
Who sits in the "downwards" direction?	Everyday people.
Who sits in the "outwards" direction?	Businesses you might consult with.
Who sits in the "sidewards" direction?	Other countries you can look at for reference.
What two further splits apply to the stakeholder list?	Direct versus indirect, and positive versus negative.
Define power or influence in the power-interest matrix.	The ability to change or stop a project.
Define interest in the power-interest matrix.	The size of the overlap between the stakeholder's goals and the project's goals.
What is unusual about the lecture's definition of interest?	It is goal overlap, not how much the stakeholder cares.
Name the four quadrants of the power-interest matrix.	Manage closely, keep satisfied, keep informed, and monitor.
What two axes does the project frames grid use?	Power/influence, and support and opposition.
What does the support and opposition axis measure?	Whether stakeholders agree or do not agree with the project - or with the problem.
Why does "or the problem" matter in the support/opposition axis?	A stakeholder may accept your solution while denying that there is a problem at all.
Why plot stakeholders on multiple grids?	Because support and power are independent - someone can be a strong supporter with far less power than assumed.
What three axes does the stakeholder cube use?	Power, interest and attitude.
What does attitude mean in the stakeholder cube?	Whether a stakeholder will back or block the project.
What is the stated weakness of the stakeholder cube?	It is difficult to see relationships between stakeholders, and difficult to see how positions change over time.
What is a cross-section of the stakeholder cube?	The power-interest matrix - the third axis is attitude.
Name the three attributes in the salience model.	Power, legitimacy and urgency.
Define power in the salience model.	The authority to change the project.
Define legitimacy in the salience model.	That the stakeholder's involvement is appropriate.
Define urgency in the salience model.	That the stakeholder's need requires immediate attention - it is time-sensitive and has criticality.
Which salience category holds power only?	Dormant.
Which salience category holds legitimacy only?	Discretionary.
Which salience category holds urgency only?	Demanding.
Which salience category holds power and legitimacy?	Dominant.
Which salience category holds power and urgency?	Dangerous.
Which salience category holds legitimacy and urgency?	Dependent.
Which salience category holds all three attributes?	Definitive.
What is a stakeholder with none of the three attributes?	A non-stakeholder - dropped from the analysis.
Which salience categories map to "manage closely"?	Definitive.
